1111|Ratul|1231231231|2004|34556555333|grhgdjnxdhyj|2440.00
2222|Shimul|1234123412|2002|355666666|hfjjhfgxmjg|634564.00
2731|Abir|01051176290|1990|64800140735|ratul93@hotmail.com|82065.32
6480|Asif|01901920912|1979|32251476979|rahim68@yahoo.com|365009.58
3622|Basu|01979551540|1974|36615756225|tamim55@yahoo.com|695950.74
6592|fahim|01157039726|1992|82270137713|fahim75@outlook.com|117114.01
4943|fahim|01068090329|1994|97078060418|fahim39@gmail.com|742626.94
7204|nazmul|01250715894|1977|41964064573|nazmul25@hotmail.com|166772.29
7590|nisho|01337666279|1991|26639712462|nisho31@outlook.com|817973.36
4536|karim|01363131842|1985|90451437039|karim30@yahoo.com|135435.51
8275|sadia|01193570776|1997|59679128122|sadia29@outlook.com|606055.81
6021|fahim|01349931818|2001|70160943311|fahim92@outlook.com|581737.08
4429|nazmul|01708074052|1988|80294090526|nazmul31@gmail.com|768029.37
2631|nazmul|01294169221|1976|62873154536|nazmul61@outlook.com|552413.93
1329|rakib|01756616587|1973|40347952465|rakib72@outlook.com|483835.76
5974|nazmul|01405829727|1977|25778747798|nazmul38@yahoo.com|463793.47
3355|tanvir|01727409070|1999|48048680836|tanvir36@hotmail.com|533950.15
4235|sabbir|01063897760|1974|28480635798|sabbir76@hotmail.com|908863.95
8266|nayeem|01875262510|1996|11795744669|nayeem87@gmail.com|487281.16
4042|shimul|01279568825|1973|10332206933|shimul25@gmail.com|224067.55
3575|rakib|01575490408|1975|87368806366|rakib81@gmail.com|235454.86
8962|fahim|01260341425|1998|35982356173|fahim71@hotmail.com|566194.43
9135|nazmul|01014668538|2004|57245068507|nazmul81@gmail.com|875401.85
7255|tanvir|01050965762|1993|18702023939|tanvir91@gmail.com|337433.34
2924|sadia|01462027898|2002|76714609428|sadia85@yahoo.com|822911.10
7072|karim|01863289938|1998|36293702357|karim51@outlook.com|948930.77
4894|tanvir|01194488283|1987|83454999147|tanvir66@outlook.com|467974.87
3621|nisho|01989380169|1988|47182858585|nisho86@hotmail.com|452812.38
4966|nisho|01793030759|2000|76960519444|nisho14@hotmail.com|423733.00
2503|sabbir|01484417858|1976|96651174280|sabbir97@outlook.com|603038.41
3698|tamim|01322841068|1980|68217150351|tamim47@gmail.com|75409.52
2207|rakib|01526935886|1982|32062302712|rakib41@hotmail.com|271422.14
7287|tamim|01220991707|1976|21399734365|tamim91@yahoo.com|666311.18
8932|tanvir|01470360186|2004|54585473711|tanvir35@hotmail.com|533166.60
6437|rahim|01592407436|1981|48652347488|rahim67@hotmail.com|655075.20
5399|nayeem|01516752529|1978|90610945631|nayeem29@outlook.com|572456.31
5456|karim|01314472210|2005|74969869300|karim93@hotmail.com|422200.28
6509|tanvir|01047139872|1979|25624978421|tanvir26@yahoo.com|523936.92
3558|sadia|01573288922|1983|19320550124|sadia30@yahoo.com|694332.10
9285|tamim|01827441051|1972|70720027916|tamim78@gmail.com|770610.34
8058|rahim|01964217033|1995|89380834953|rahim38@hotmail.com|67143.40
4005|sabbir|01817586510|1984|17638006879|sabbir53@gmail.com|181289.48
5245|nisho|01776331462|1994|17031573627|nisho57@hotmail.com|266480.98
7331|anik|01745359675|1999|42435306627|anik12@outlook.com|885631.26
5962|nayeem|01533939260|1982|15693853836|nayeem57@hotmail.com|789514.77
3310|anik|01201218858|2002|40533369798|anik94@yahoo.com|686011.09
4350|sabbir|01143863317|1997|50214561349|sabbir19@yahoo.com|6127.73
8654|anik|01880612584|1988|93194071790|anik58@outlook.com|566586.12
9398|karim|01225856717|1973|83387009292|karim66@hotmail.com|967101.59
2770|karim|01691440403|1982|10070620318|karim17@hotmail.com|752873.20
9065|fahim|01501560183|1971|83159735367|fahim96@gmail.com|817253.69
8064|tamim|01126923759|1987|29937847194|tamim83@yahoo.com|875681.28
9867|rakib|01379874509|1981|62965492992|rakib67@gmail.com|391338.92
4843|karim|01797231038|1990|11159494058|karim83@gmail.com|843687.99
4900|sadia|01259160982|1987|91468907924|sadia90@hotmail.com|736393.13
6549|karim|01574696228|1975|48468846915|karim99@yahoo.com|763187.10
5939|nisho|01412527694|1982|45562738555|nisho56@gmail.com|289149.97
2467|tania|01737358707|2005|42333434866|tania27@yahoo.com|214918.54
6819|tania|01080954312|1970|91677009389|tania77@outlook.com|379968.23
2921|sabbir|01365078861|1991|32176996243|sabbir91@hotmail.com|195905.77
4214|rakib|01579480804|1993|36001382063|rakib30@gmail.com|921072.46
6698|rahim|01810781147|1978|40396762219|rahim93@yahoo.com|899062.15
5114|ratul|01302433813|2003|13939575865|ratul99@yahoo.com|383035.52
3503|fahim|01455740256|2007|25831487478|fahim95@gmail.com|669465.38
9925|tanvir|01860427268|1988|89128898092|tanvir68@yahoo.com|31242.21
3281|tanvir|01796009180|1983|22882048802|tanvir27@outlook.com|116530.59
1916|ratul|01945822129|1987|67289826394|ratul24@hotmail.com|329812.41
5521|nisho|01897088448|1971|63528239881|nisho92@gmail.com|678049.93
